personid,gendername,racename,statename,incomebracket,lifeexp,year
3457,Female,Black,Ohio,25000to50000,79,2014
3458,Female,Black,Ohio,25000to50000,79,2015
3459,Female,Black,Ohio,25000to50000,79,2016
3460,Female,Black,Ohio,25000to50000,79,2017
3461,Female,Black,Ohio,50001to75000,80,2008
3462,Female,Black,Ohio,50001to75000,80,2009
3463,Female,Black,Ohio,50001to75000,80,2010
3464,Female,Black,Ohio,50001to75000,80,2011
3465,Female,Black,Ohio,50001to75000,80,2012
3466,Female,Black,Ohio,50001to75000,80,2013
3467,Female,Black,Ohio,50001to75000,80,2014
3468,Female,Black,Ohio,50001to75000,80,2015
3469,Female,Black,Ohio,50001to75000,80,2016
3470,Female,Black,Ohio,50001to75000,80,2017
3471,Female,Black,Ohio,75001andmore,81,2008
3472,Female,Black,Ohio,75001andmore,81,2009
3473,Female,Black,Ohio,75001andmore,81,2010
3474,Female,Black,Ohio,75001andmore,81,2011
3475,Female,Black,Ohio,75001andmore,81,2012
3476,Female,Black,Ohio,75001andmore,81,2013
3477,Female,Black,Ohio,75001andmore,81,2014
3478,Female,Black,Ohio,75001andmore,81,2015
3479,Female,Black,Ohio,75001andmore,81,2016
3480,Female,Black,Ohio,75001andmore,81,2017
3481,Female,Black,Oklahoma,1to25000,78,2008
3482,Female,Black,Oklahoma,1to25000,78,2009
3483,Female,Black,Oklahoma,1to25000,78,2010
3484,Female,Black,Oklahoma,1to25000,78,2011
3485,Female,Black,Oklahoma,1to25000,78,2012
3486,Female,Black,Oklahoma,1to25000,78,2013
3487,Female,Black,Oklahoma,1to25000,78,2014
3488,Female,Black,Oklahoma,1to25000,78,2015
3489,Female,Black,Oklahoma,1to25000,78,2016
3490,Female,Black,Oklahoma,1to25000,78,2017
3491,Female,Black,Oklahoma,25000to50000,79,2008
3492,Female,Black,Oklahoma,25000to50000,79,2009
3493,Female,Black,Oklahoma,25000to50000,79,2010
3494,Female,Black,Oklahoma,25000to50000,79,2011
3495,Female,Black,Oklahoma,25000to50000,79,2012
3496,Female,Black,Oklahoma,25000to50000,79,2013
3497,Female,Black,Oklahoma,25000to50000,79,2014
3498,Female,Black,Oklahoma,25000to50000,79,2015
3499,Female,Black,Oklahoma,25000to50000,79,2016
3500,Female,Black,Oklahoma,25000to50000,79,2017
3501,Female,Black,Oklahoma,50001to75000,80,2008
3502,Female,Black,Oklahoma,50001to75000,80,2009
3503,Female,Black,Oklahoma,50001to75000,80,2010
3504,Female,Black,Oklahoma,50001to75000,80,2011
3505,Female,Black,Oklahoma,50001to75000,80,2012
3506,Female,Black,Oklahoma,50001to75000,80,2013
3507,Female,Black,Oklahoma,50001to75000,80,2014
3508,Female,Black,Oklahoma,50001to75000,80,2015
3509,Female,Black,Oklahoma,50001to75000,80,2016
3510,Female,Black,Oklahoma,50001to75000,80,2017
3511,Female,Black,Oklahoma,75001andmore,80,2008
3512,Female,Black,Oklahoma,75001andmore,80,2009
3513,Female,Black,Oklahoma,75001andmore,80,2010
3514,Female,Black,Oklahoma,75001andmore,80,2011
3515,Female,Black,Oklahoma,75001andmore,80,2012
3516,Female,Black,Oklahoma,75001andmore,80,2013
3517,Female,Black,Oklahoma,75001andmore,80,2014
3518,Female,Black,Oklahoma,75001andmore,80,2015
3519,Female,Black,Oklahoma,75001andmore,80,2016
3520,Female,Black,Oklahoma,75001andmore,80,2017
3521,Female,Black,Oregon,1to25000,79,2008
3522,Female,Black,Oregon,1to25000,79,2009
3523,Female,Black,Oregon,1to25000,79,2010
3524,Female,Black,Oregon,1to25000,79,2011
3525,Female,Black,Oregon,1to25000,79,2012
3526,Female,Black,Oregon,1to25000,79,2013
3527,Female,Black,Oregon,1to25000,79,2014
3528,Female,Black,Oregon,1to25000,79,2015
3529,Female,Black,Oregon,1to25000,79,2016
3530,Female,Black,Oregon,1to25000,79,2017
3531,Female,Black,Oregon,25000to50000,81,2008
3532,Female,Black,Oregon,25000to50000,81,2009
3533,Female,Black,Oregon,25000to50000,81,2010
3534,Female,Black,Oregon,25000to50000,81,2011
3535,Female,Black,Oregon,25000to50000,81,2012
3536,Female,Black,Oregon,25000to50000,81,2013
3537,Female,Black,Oregon,25000to50000,81,2014
3538,Female,Black,Oregon,25000to50000,81,2015
3539,Female,Black,Oregon,25000to50000,81,2016
3540,Female,Black,Oregon,25000to50000,81,2017
3541,Female,Black,Oregon,50001to75000,81,2008
3542,Female,Black,Oregon,50001to75000,81,2009
3543,Female,Black,Oregon,50001to75000,81,2010
3544,Female,Black,Oregon,50001to75000,81,2011
3545,Female,Black,Oregon,50001to75000,81,2012
3546,Female,Black,Oregon,50001to75000,81,2013
3547,Female,Black,Oregon,50001to75000,81,2014
3548,Female,Black,Oregon,50001to75000,81,2015
3549,Female,Black,Oregon,50001to75000,81,2016
3550,Female,Black,Oregon,50001to75000,81,2017
3551,Female,Black,Oregon,75001andmore,82,2008
3552,Female,Black,Oregon,75001andmore,82,2009
3553,Female,Black,Oregon,75001andmore,82,2010
3554,Female,Black,Oregon,75001andmore,82,2011
3555,Female,Black,Oregon,75001andmore,82,2012
3556,Female,Black,Oregon,75001andmore,82,2013
3557,Female,Black,Oregon,75001andmore,82,2014
3558,Female,Black,Oregon,75001andmore,82,2015
3559,Female,Black,Oregon,75001andmore,82,2016
3560,Female,Black,Oregon,75001andmore,82,2017
3561,Female,Black,Pennsylvania,1to25000,78,2008
3562,Female,Black,Pennsylvania,1to25000,78,2009
3563,Female,Black,Pennsylvania,1to25000,78,2010
3564,Female,Black,Pennsylvania,1to25000,78,2011
3565,Female,Black,Pennsylvania,1to25000,78,2012
3566,Female,Black,Pennsylvania,1to25000,78,2013
3567,Female,Black,Pennsylvania,1to25000,78,2014
3568,Female,Black,Pennsylvania,1to25000,78,2015
3569,Female,Black,Pennsylvania,1to25000,78,2016
3570,Female,Black,Pennsylvania,1to25000,78,2017
3571,Female,Black,Pennsylvania,25000to50000,79,2008
3572,Female,Black,Pennsylvania,25000to50000,79,2009
3573,Female,Black,Pennsylvania,25000to50000,79,2010
3574,Female,Black,Pennsylvania,25000to50000,79,2011
3575,Female,Black,Pennsylvania,25000to50000,79,2012
3576,Female,Black,Pennsylvania,25000to50000,79,2013
3577,Female,Black,Pennsylvania,25000to50000,79,2014
3578,Female,Black,Pennsylvania,25000to50000,79,2015
3579,Female,Black,Pennsylvania,25000to50000,79,2016
3580,Female,Black,Pennsylvania,25000to50000,79,2017
3581,Female,Black,Pennsylvania,50001to75000,80,2008
3582,Female,Black,Pennsylvania,50001to75000,80,2009
3583,Female,Black,Pennsylvania,50001to75000,80,2010
3584,Female,Black,Pennsylvania,50001to75000,80,2011
3585,Female,Black,Pennsylvania,50001to75000,80,2012
3586,Female,Black,Pennsylvania,50001to75000,80,2013
3587,Female,Black,Pennsylvania,50001to75000,80,2014
3588,Female,Black,Pennsylvania,50001to75000,80,2015
3589,Female,Black,Pennsylvania,50001to75000,80,2016
3590,Female,Black,Pennsylvania,50001to75000,80,2017
3591,Female,Black,Pennsylvania,75001andmore,81,2008
3592,Female,Black,Pennsylvania,75001andmore,81,2009
3593,Female,Black,Pennsylvania,75001andmore,81,2010
3594,Female,Black,Pennsylvania,75001andmore,81,2011
3595,Female,Black,Pennsylvania,75001andmore,81,2012
3596,Female,Black,Pennsylvania,75001andmore,81,2013
3597,Female,Black,Pennsylvania,75001andmore,81,2014
3598,Female,Black,Pennsylvania,75001andmore,81,2015
3599,Female,Black,Pennsylvania,75001andmore,81,2016
3600,Female,Black,Pennsylvania,75001andmore,81,2017
3601,Female,Black,"Rhode Island",1to25000,79,2008
3602,Female,Black,"Rhode Island",1to25000,79,2009
3603,Female,Black,"Rhode Island",1to25000,79,2010
3604,Female,Black,"Rhode Island",1to25000,79,2011
3605,Female,Black,"Rhode Island",1to25000,79,2012
3606,Female,Black,"Rhode Island",1to25000,79,2013
3607,Female,Black,"Rhode Island",1to25000,79,2014
3608,Female,Black,"Rhode Island",1to25000,79,2015
3609,Female,Black,"Rhode Island",1to25000,79,2016
3610,Female,Black,"Rhode Island",1to25000,79,2017
3611,Female,Black,"Rhode Island",25000to50000,81,2008
3612,Female,Black,"Rhode Island",25000to50000,81,2009
3613,Female,Black,"Rhode Island",25000to50000,81,2010
3614,Female,Black,"Rhode Island",25000to50000,81,2011
3615,Female,Black,"Rhode Island",25000to50000,81,2012
3616,Female,Black,"Rhode Island",25000to50000,81,2013
3617,Female,Black,"Rhode Island",25000to50000,81,2014
3618,Female,Black,"Rhode Island",25000to50000,81,2015
3619,Female,Black,"Rhode Island",25000to50000,81,2016
3620,Female,Black,"Rhode Island",25000to50000,81,2017
3621,Female,Black,"Rhode Island",50001to75000,81,2008
3622,Female,Black,"Rhode Island",50001to75000,81,2009
3623,Female,Black,"Rhode Island",50001to75000,81,2010
3624,Female,Black,"Rhode Island",50001to75000,81,2011
3625,Female,Black,"Rhode Island",50001to75000,81,2012
3626,Female,Black,"Rhode Island",50001to75000,81,2013
3627,Female,Black,"Rhode Island",50001to75000,81,2014
3628,Female,Black,"Rhode Island",50001to75000,81,2015
3629,Female,Black,"Rhode Island",50001to75000,81,2016
3630,Female,Black,"Rhode Island",50001to75000,81,2017
3631,Female,Black,"Rhode Island",75001andmore,80,2008
3632,Female,Black,"Rhode Island",75001andmore,80,2009
3633,Female,Black,"Rhode Island",75001andmore,80,2010
3634,Female,Black,"Rhode Island",75001andmore,80,2011
3635,Female,Black,"Rhode Island",75001andmore,80,2012
3636,Female,Black,"Rhode Island",75001andmore,80,2013
3637,Female,Black,"Rhode Island",75001andmore,80,2014
3638,Female,Black,"Rhode Island",75001andmore,80,2015
3639,Female,Black,"Rhode Island",75001andmore,80,2016
3640,Female,Black,"Rhode Island",75001andmore,80,2017
3641,Female,Black,"South Carolina",1to25000,77,2008
3642,Female,Black,"South Carolina",1to25000,77,2009
3643,Female,Black,"South Carolina",1to25000,77,2010
3644,Female,Black,"South Carolina",1to25000,77,2011
3645,Female,Black,"South Carolina",1to25000,77,2012
3646,Female,Black,"South Carolina",1to25000,77,2013
3647,Female,Black,"South Carolina",1to25000,77,2014
3648,Female,Black,"South Carolina",1to25000,77,2015
3649,Female,Black,"South Carolina",1to25000,77,2016
3650,Female,Black,"South Carolina",1to25000,77,2017
3651,Female,Black,"South Carolina",25000to50000,79,2008
3652,Female,Black,"South Carolina",25000to50000,79,2009
3653,Female,Black,"South Carolina",25000to50000,79,2010
3654,Female,Black,"South Carolina",25000to50000,79,2011
3655,Female,Black,"South Carolina",25000to50000,79,2012
3656,Female,Black,"South Carolina",25000to50000,79,2013
3657,Female,Black,"South Carolina",25000to50000,79,2014
3658,Female,Black,"South Carolina",25000to50000,79,2015
3659,Female,Black,"South Carolina",25000to50000,79,2016
3660,Female,Black,"South Carolina",25000to50000,79,2017
3661,Female,Black,"South Carolina",50001to75000,80,2008
3662,Female,Black,"South Carolina",50001to75000,80,2009
3663,Female,Black,"South Carolina",50001to75000,80,2010
3664,Female,Black,"South Carolina",50001to75000,80,2011
3665,Female,Black,"South Carolina",50001to75000,80,2012
3666,Female,Black,"South Carolina",50001to75000,80,2013
3667,Female,Black,"South Carolina",50001to75000,80,2014
3668,Female,Black,"South Carolina",50001to75000,80,2015
3669,Female,Black,"South Carolina",50001to75000,80,2016
3670,Female,Black,"South Carolina",50001to75000,80,2017
3671,Female,Black,"South Carolina",75001andmore,80,2008
3672,Female,Black,"South Carolina",75001andmore,80,2009
3673,Female,Black,"South Carolina",75001andmore,80,2010
3674,Female,Black,"South Carolina",75001andmore,80,2011
3675,Female,Black,"South Carolina",75001andmore,80,2012
3676,Female,Black,"South Carolina",75001andmore,80,2013
3677,Female,Black,"South Carolina",75001andmore,80,2014
3678,Female,Black,"South Carolina",75001andmore,80,2015
3679,Female,Black,"South Carolina",75001andmore,80,2016
3680,Female,Black,"South Carolina",75001andmore,80,2017
3681,Female,Black,"South Dakota",1to25000,79,2008
3682,Female,Black,"South Dakota",1to25000,79,2009
3683,Female,Black,"South Dakota",1to25000,79,2010
3684,Female,Black,"South Dakota",1to25000,79,2011
3685,Female,Black,"South Dakota",1to25000,79,2012
3686,Female,Black,"South Dakota",1to25000,79,2013
3687,Female,Black,"South Dakota",1to25000,79,2014
3688,Female,Black,"South Dakota",1to25000,79,2015
3689,Female,Black,"South Dakota",1to25000,79,2016
3690,Female,Black,"South Dakota",1to25000,79,2017
3691,Female,Black,"South Dakota",25000to50000,81,2008
3692,Female,Black,"South Dakota",25000to50000,81,2009
3693,Female,Black,"South Dakota",25000to50000,81,2010
3694,Female,Black,"South Dakota",25000to50000,81,2011
3695,Female,Black,"South Dakota",25000to50000,81,2012
3696,Female,Black,"South Dakota",25000to50000,81,2013
3697,Female,Black,"South Dakota",25000to50000,81,2014
3698,Female,Black,"South Dakota",25000to50000,81,2015
3699,Female,Black,"South Dakota",25000to50000,81,2016
3700,Female,Black,"South Dakota",25000to50000,81,2017
3701,Female,Black,"South Dakota",50001to75000,82,2008
3702,Female,Black,"South Dakota",50001to75000,82,2009
3703,Female,Black,"South Dakota",50001to75000,82,2010
3704,Female,Black,"South Dakota",50001to75000,82,2011
3705,Female,Black,"South Dakota",50001to75000,82,2012
3706,Female,Black,"South Dakota",50001to75000,82,2013
3707,Female,Black,"South Dakota",50001to75000,82,2014
3708,Female,Black,"South Dakota",50001to75000,82,2015
3709,Female,Black,"South Dakota",50001to75000,82,2016
3710,Female,Black,"South Dakota",50001to75000,82,2017
3711,Female,Black,"South Dakota",75001andmore,83,2008
3712,Female,Black,"South Dakota",75001andmore,83,2009
3713,Female,Black,"South Dakota",75001andmore,83,2010
3714,Female,Black,"South Dakota",75001andmore,83,2011
3715,Female,Black,"South Dakota",75001andmore,83,2012
3716,Female,Black,"South Dakota",75001andmore,83,2013
3717,Female,Black,"South Dakota",75001andmore,83,2014
3718,Female,Black,"South Dakota",75001andmore,83,2015
3719,Female,Black,"South Dakota",75001andmore,83,2016
3720,Female,Black,"South Dakota",75001andmore,83,2017
3721,Female,Black,Tennessee,1to25000,78,2008
3722,Female,Black,Tennessee,1to25000,78,2009
3723,Female,Black,Tennessee,1to25000,78,2010
3724,Female,Black,Tennessee,1to25000,78,2011
3725,Female,Black,Tennessee,1to25000,78,2012
3726,Female,Black,Tennessee,1to25000,78,2013
3727,Female,Black,Tennessee,1to25000,78,2014
3728,Female,Black,Tennessee,1to25000,78,2015
3729,Female,Black,Tennessee,1to25000,78,2016
3730,Female,Black,Tennessee,1to25000,78,2017
3731,Female,Black,Tennessee,25000to50000,79,2008
3732,Female,Black,Tennessee,25000to50000,79,2009
3733,Female,Black,Tennessee,25000to50000,79,2010
3734,Female,Black,Tennessee,25000to50000,79,2011
3735,Female,Black,Tennessee,25000to50000,79,2012
3736,Female,Black,Tennessee,25000to50000,79,2013
3737,Female,Black,Tennessee,25000to50000,79,2014
3738,Female,Black,Tennessee,25000to50000,79,2015
3739,Female,Black,Tennessee,25000to50000,79,2016
3740,Female,Black,Tennessee,25000to50000,79,2017
3741,Female,Black,Tennessee,50001to75000,80,2008
3742,Female,Black,Tennessee,50001to75000,80,2009
3743,Female,Black,Tennessee,50001to75000,80,2010
3744,Female,Black,Tennessee,50001to75000,80,2011
3745,Female,Black,Tennessee,50001to75000,80,2012
3746,Female,Black,Tennessee,50001to75000,80,2013
3747,Female,Black,Tennessee,50001to75000,80,2014
3748,Female,Black,Tennessee,50001to75000,80,2015
3749,Female,Black,Tennessee,50001to75000,80,2016
3750,Female,Black,Tennessee,50001to75000,80,2017
3751,Female,Black,Tennessee,75001andmore,81,2008
3752,Female,Black,Tennessee,75001andmore,81,2009
3753,Female,Black,Tennessee,75001andmore,81,2010
3754,Female,Black,Tennessee,75001andmore,81,2011
3755,Female,Black,Tennessee,75001andmore,81,2012
3756,Female,Black,Tennessee,75001andmore,81,2013
3757,Female,Black,Tennessee,75001andmore,81,2014
3758,Female,Black,Tennessee,75001andmore,81,2015
3759,Female,Black,Tennessee,75001andmore,81,2016
3760,Female,Black,Tennessee,75001andmore,81,2017
3761,Female,Black,Texas,1to25000,78,2008
3762,Female,Black,Texas,1to25000,78,2009
3763,Female,Black,Texas,1to25000,78,2010
3764,Female,Black,Texas,1to25000,78,2011
3765,Female,Black,Texas,1to25000,78,2012
3766,Female,Black,Texas,1to25000,78,2013
3767,Female,Black,Texas,1to25000,78,2014
3768,Female,Black,Texas,1to25000,78,2015
3769,Female,Black,Texas,1to25000,78,2016
3770,Female,Black,Texas,1to25000,78,2017
3771,Female,Black,Texas,25000to50000,79,2008
3772,Female,Black,Texas,25000to50000,79,2009
3773,Female,Black,Texas,25000to50000,79,2010
3774,Female,Black,Texas,25000to50000,79,2011
3775,Female,Black,Texas,25000to50000,79,2012
3776,Female,Black,Texas,25000to50000,79,2013
3777,Female,Black,Texas,25000to50000,79,2014
3778,Female,Black,Texas,25000to50000,79,2015
3779,Female,Black,Texas,25000to50000,79,2016
3780,Female,Black,Texas,25000to50000,79,2017
3781,Female,Black,Texas,50001to75000,80,2008
3782,Female,Black,Texas,50001to75000,80,2009
3783,Female,Black,Texas,50001to75000,80,2010
3784,Female,Black,Texas,50001to75000,80,2011
3785,Female,Black,Texas,50001to75000,80,2012
3786,Female,Black,Texas,50001to75000,80,2013
3787,Female,Black,Texas,50001to75000,80,2014
3788,Female,Black,Texas,50001to75000,80,2015
3789,Female,Black,Texas,50001to75000,80,2016
3790,Female,Black,Texas,50001to75000,80,2017
3791,Female,Black,Texas,75001andmore,81,2008
3792,Female,Black,Texas,75001andmore,81,2009
3793,Female,Black,Texas,75001andmore,81,2010
3794,Female,Black,Texas,75001andmore,81,2011
3795,Female,Black,Texas,75001andmore,81,2012
3796,Female,Black,Texas,75001andmore,81,2013
3797,Female,Black,Texas,75001andmore,81,2014
3798,Female,Black,Texas,75001andmore,81,2015
3799,Female,Black,Texas,75001andmore,81,2016
3800,Female,Black,Texas,75001andmore,81,2017
3801,Female,Black,Utah,1to25000,79,2008
3802,Female,Black,Utah,1to25000,79,2009
3803,Female,Black,Utah,1to25000,79,2010
3804,Female,Black,Utah,1to25000,79,2011
3805,Female,Black,Utah,1to25000,79,2012
3806,Female,Black,Utah,1to25000,79,2013
3807,Female,Black,Utah,1to25000,79,2014
3808,Female,Black,Utah,1to25000,79,2015
3809,Female,Black,Utah,1to25000,79,2016
3810,Female,Black,Utah,1to25000,79,2017
3811,Female,Black,Utah,25000to50000,81,2008
3812,Female,Black,Utah,25000to50000,81,2009
3813,Female,Black,Utah,25000to50000,81,2010
3814,Female,Black,Utah,25000to50000,81,2011
3815,Female,Black,Utah,25000to50000,81,2012
3816,Female,Black,Utah,25000to50000,81,2013
3817,Female,Black,Utah,25000to50000,81,2014
3818,Female,Black,Utah,25000to50000,81,2015
3819,Female,Black,Utah,25000to50000,81,2016
3820,Female,Black,Utah,25000to50000,81,2017
3821,Female,Black,Utah,50001to75000,82,2008
3822,Female,Black,Utah,50001to75000,82,2009
3823,Female,Black,Utah,50001to75000,82,2010
3824,Female,Black,Utah,50001to75000,82,2011
3825,Female,Black,Utah,50001to75000,82,2012
3826,Female,Black,Utah,50001to75000,82,2013
3827,Female,Black,Utah,50001to75000,82,2014
3828,Female,Black,Utah,50001to75000,82,2015
3829,Female,Black,Utah,50001to75000,82,2016
3830,Female,Black,Utah,50001to75000,82,2017
3831,Female,Black,Utah,75001andmore,82,2008
3832,Female,Black,Utah,75001andmore,82,2009
3833,Female,Black,Utah,75001andmore,82,2010
3834,Female,Black,Utah,75001andmore,82,2011
3835,Female,Black,Utah,75001andmore,82,2012
3836,Female,Black,Utah,75001andmore,82,2013
3837,Female,Black,Utah,75001andmore,82,2014
3838,Female,Black,Utah,75001andmore,82,2015
3839,Female,Black,Utah,75001andmore,82,2016
3840,Female,Black,Utah,75001andmore,82,2017
3841,Female,Black,Vermont,1to25000,80,2008
3842,Female,Black,Vermont,1to25000,80,2009
3843,Female,Black,Vermont,1to25000,80,2010
3844,Female,Black,Vermont,1to25000,80,2011
3845,Female,Black,Vermont,1to25000,80,2012
3846,Female,Black,Vermont,1to25000,80,2013
3847,Female,Black,Vermont,1to25000,80,2014
3848,Female,Black,Vermont,1to25000,80,2015
3849,Female,Black,Vermont,1to25000,80,2016
3850,Female,Black,Vermont,1to25000,80,2017
3851,Female,Black,Vermont,25000to50000,80,2008
3852,Female,Black,Vermont,25000to50000,80,2009
3853,Female,Black,Vermont,25000to50000,80,2010
3854,Female,Black,Vermont,25000to50000,80,2011
3855,Female,Black,Vermont,25000to50000,80,2012
3856,Female,Black,Vermont,25000to50000,80,2013
3857,Female,Black,Vermont,25000to50000,80,2014
3858,Female,Black,Vermont,25000to50000,80,2015
3859,Female,Black,Vermont,25000to50000,80,2016
3860,Female,Black,Vermont,25000to50000,80,2017
3861,Female,Black,Vermont,50001to75000,81,2008
3862,Female,Black,Vermont,50001to75000,81,2009
3863,Female,Black,Vermont,50001to75000,81,2010
3864,Female,Black,Vermont,50001to75000,81,2011
3865,Female,Black,Vermont,50001to75000,81,2012
3866,Female,Black,Vermont,50001to75000,81,2013
3867,Female,Black,Vermont,50001to75000,81,2014
3868,Female,Black,Vermont,50001to75000,81,2015
3869,Female,Black,Vermont,50001to75000,81,2016
3870,Female,Black,Vermont,50001to75000,81,2017
3871,Female,Black,Vermont,75001andmore,83,2008
3872,Female,Black,Vermont,75001andmore,83,2009
3873,Female,Black,Vermont,75001andmore,83,2010
3874,Female,Black,Vermont,75001andmore,83,2011
3875,Female,Black,Vermont,75001andmore,83,2012
3876,Female,Black,Vermont,75001andmore,83,2013
3877,Female,Black,Vermont,75001andmore,83,2014
3878,Female,Black,Vermont,75001andmore,83,2015
3879,Female,Black,Vermont,75001andmore,83,2016
3880,Female,Black,Vermont,75001andmore,83,2017
3881,Female,Black,Virginia,1to25000,78,2008
3882,Female,Black,Virginia,1to25000,78,2009
3883,Female,Black,Virginia,1to25000,78,2010
3884,Female,Black,Virginia,1to25000,78,2011
3885,Female,Black,Virginia,1to25000,78,2012
3886,Female,Black,Virginia,1to25000,78,2013
3887,Female,Black,Virginia,1to25000,78,2014
3888,Female,Black,Virginia,1to25000,78,2015
3889,Female,Black,Virginia,1to25000,78,2016
3890,Female,Black,Virginia,1to25000,78,2017
3891,Female,Black,Virginia,25000to50000,79,2008
3892,Female,Black,Virginia,25000to50000,79,2009
3893,Female,Black,Virginia,25000to50000,79,2010
3894,Female,Black,Virginia,25000to50000,79,2011
3895,Female,Black,Virginia,25000to50000,79,2012
3896,Female,Black,Virginia,25000to50000,79,2013
3897,Female,Black,Virginia,25000to50000,79,2014
3898,Female,Black,Virginia,25000to50000,79,2015
3899,Female,Black,Virginia,25000to50000,79,2016
3900,Female,Black,Virginia,25000to50000,79,2017
3901,Female,Black,Virginia,50001to75000,80,2008
3902,Female,Black,Virginia,50001to75000,80,2009
3903,Female,Black,Virginia,50001to75000,80,2010
3904,Female,Black,Virginia,50001to75000,80,2011
3905,Female,Black,Virginia,50001to75000,80,2012
3906,Female,Black,Virginia,50001to75000,80,2013
3907,Female,Black,Virginia,50001to75000,80,2014
3908,Female,Black,Virginia,50001to75000,80,2015
3909,Female,Black,Virginia,50001to75000,80,2016
3910,Female,Black,Virginia,50001to75000,80,2017
3911,Female,Black,Virginia,75001andmore,81,2008
3912,Female,Black,Virginia,75001andmore,81,2009
3913,Female,Black,Virginia,75001andmore,81,2010
3914,Female,Black,Virginia,75001andmore,81,2011
3915,Female,Black,Virginia,75001andmore,81,2012
3916,Female,Black,Virginia,75001andmore,81,2013
3917,Female,Black,Virginia,75001andmore,81,2014
3918,Female,Black,Virginia,75001andmore,81,2015
3919,Female,Black,Virginia,75001andmore,81,2016
3920,Female,Black,Virginia,75001andmore,81,2017
3921,Female,Black,Washington,1to25000,78,2008
3922,Female,Black,Washington,1to25000,78,2009
3923,Female,Black,Washington,1to25000,78,2010
3924,Female,Black,Washington,1to25000,78,2011
3925,Female,Black,Washington,1to25000,78,2012
3926,Female,Black,Washington,1to25000,78,2013
3927,Female,Black,Washington,1to25000,78,2014
3928,Female,Black,Washington,1to25000,78,2015
3929,Female,Black,Washington,1to25000,78,2016
3930,Female,Black,Washington,1to25000,78,2017
3931,Female,Black,Washington,25000to50000,80,2008
3932,Female,Black,Washington,25000to50000,80,2009
3933,Female,Black,Washington,25000to50000,80,2010
3934,Female,Black,Washington,25000to50000,80,2011
3935,Female,Black,Washington,25000to50000,80,2012
3936,Female,Black,Washington,25000to50000,80,2013
3937,Female,Black,Washington,25000to50000,80,2014
3938,Female,Black,Washington,25000to50000,80,2015
3939,Female,Black,Washington,25000to50000,80,2016
3940,Female,Black,Washington,25000to50000,80,2017
3941,Female,Black,Washington,50001to75000,81,2008
3942,Female,Black,Washington,50001to75000,81,2009
3943,Female,Black,Washington,50001to75000,81,2010
3944,Female,Black,Washington,50001to75000,81,2011
3945,Female,Black,Washington,50001to75000,81,2012
3946,Female,Black,Washington,50001to75000,81,2013
3947,Female,Black,Washington,50001to75000,81,2014
3948,Female,Black,Washington,50001to75000,81,2015
3949,Female,Black,Washington,50001to75000,81,2016
3950,Female,Black,Washington,50001to75000,81,2017
3951,Female,Black,Washington,75001andmore,82,2008
3952,Female,Black,Washington,75001andmore,82,2009
3953,Female,Black,Washington,75001andmore,82,2010
3954,Female,Black,Washington,75001andmore,82,2011
3955,Female,Black,Washington,75001andmore,82,2012
3956,Female,Black,Washington,75001andmore,82,2013
3957,Female,Black,Washington,75001andmore,82,2014
3958,Female,Black,Washington,75001andmore,82,2015
3959,Female,Black,Washington,75001andmore,82,2016
3960,Female,Black,Washington,75001andmore,82,2017
3961,Female,Black,"West Virginia",1to25000,77,2008
3962,Female,Black,"West Virginia",1to25000,77,2009
3963,Female,Black,"West Virginia",1to25000,77,2010
3964,Female,Black,"West Virginia",1to25000,77,2011
3965,Female,Black,"West Virginia",1to25000,77,2012
3966,Female,Black,"West Virginia",1to25000,77,2013
3967,Female,Black,"West Virginia",1to25000,77,2014
3968,Female,Black,"West Virginia",1to25000,77,2015
3969,Female,Black,"West Virginia",1to25000,77,2016
3970,Female,Black,"West Virginia",1to25000,77,2017
3971,Female,Black,"West Virginia",25000to50000,79,2008
3972,Female,Black,"West Virginia",25000to50000,79,2009
3973,Female,Black,"West Virginia",25000to50000,79,2010
3974,Female,Black,"West Virginia",25000to50000,79,2011
3975,Female,Black,"West Virginia",25000to50000,79,2012
3976,Female,Black,"West Virginia",25000to50000,79,2013
3977,Female,Black,"West Virginia",25000to50000,79,2014
3978,Female,Black,"West Virginia",25000to50000,79,2015
3979,Female,Black,"West Virginia",25000to50000,79,2016
3980,Female,Black,"West Virginia",25000to50000,79,2017
3981,Female,Black,"West Virginia",50001to75000,80,2008
3982,Female,Black,"West Virginia",50001to75000,80,2009
3983,Female,Black,"West Virginia",50001to75000,80,2010
3984,Female,Black,"West Virginia",50001to75000,80,2011
3985,Female,Black,"West Virginia",50001to75000,80,2012
3986,Female,Black,"West Virginia",50001to75000,80,2013
3987,Female,Black,"West Virginia",50001to75000,80,2014
3988,Female,Black,"West Virginia",50001to75000,80,2015
3989,Female,Black,"West Virginia",50001to75000,80,2016
3990,Female,Black,"West Virginia",50001to75000,80,2017
3991,Female,Black,"West Virginia",75001andmore,80,2008
3992,Female,Black,"West Virginia",75001andmore,80,2009
3993,Female,Black,"West Virginia",75001andmore,80,2010
3994,Female,Black,"West Virginia",75001andmore,80,2011
3995,Female,Black,"West Virginia",75001andmore,80,2012
3996,Female,Black,"West Virginia",75001andmore,80,2013
3997,Female,Black,"West Virginia",75001andmore,80,2014
3998,Female,Black,"West Virginia",75001andmore,80,2015
3999,Female,Black,"West Virginia",75001andmore,80,2016
4000,Female,Black,"West Virginia",75001andmore,80,2017
